=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.05 09:50:02 =~=~=~=~=~=~=~=~=~=~=~=
,1.820,1.820,1.820
-1.034,1.196,-9.590,1.960,1.960,1.960
-1.010,1.187,-9.605,1.820,1.820,1.820
-1.043,1.177,-9.581,1.890,1.890,1.890
-1.034,1.187,-9.586,1.540,1.540,1.540
-1.038,1.177,-9.590,2.030,2.030,2.030
-1.029,1.177,-9.600,2.170,2.170,2.170
-1.029,1.192,-9.576,1.540,1.540,1.540
-1.024,1.177,-9.600,2.240,2.240,2.100
-1.034,1.206,-9.595,1.960,1.960,1.960
-1.015,1.187,-9.595,1.820,1.820,1.820
-1.029,1.196,-9.610,1.750,1.750,1.750
-1.043,1.182,-9.619,2.170,2.170,2.170
-1.034,1.182,-9.581,1.610,1.890,1.890
-1.038,1.172,-9.581,1.750,1.750,1.610
-1.024,1.187,-9.590,1.890,1.890,1.890
-1.038,1.182,-9.605,1.610,1.610,1.610
-1.038,1.187,-9.610,2.100,2.030,2.030
-1.010,1.187,-9.586,1.680,2.030,2.030
-1.024,1.182,-9.605,1.680,1.680,1.680
-1.019,1.206,-9.590,1.750,1.750,1.750
-1.029,1.192,-9.614,2.100,2.100,2.100
-1.019,1.196,-9.629,1.820,1.820,1.820
-1.043,1.196,-9.614,1.820,1.890,1.890
-1.005,1.182,-9.590,1.750,1.610,1.680
-1.024,1.187,-9.595,1.750,1.820,1.820
-1.015,1.182,-9.581,2.030,1.890,1.890
-1.005,1.172,-9.595,1.820,1.960,1.960
-1.019,1.187,-9.605,1.890,1.820,1.820
-1.024,1.182,-9.605,2.100,2.030,2.030
-1.038,1.172,-9.581,1.750,1.820,1.820
-1.034,1.177,-9.600,1.820,1.820,1.750
-1.043,1.196,-9.595,2.100,2.100,2.100
-1.048,1.206,-9.600,1.820,1.820,1.820
-1.024,1.177,-9.590,1.890,1.890,1.890
-1.038,1.192,-9.600,1.890,2.030,2.030
-1.029,1.192,-9.595,1.820,1.820,1.750
-1.029,1.172,-9.586,2.100,2.100,2.100
-1.034,1.196,-9.605,1.890,1.890,1.890
-1.005,1.192,-9.590,1.540,1.540,1.540
-1.010,1.172,-9.614,2.030,2.030,2.030
-1.038,1.177,-9.619,1.610,1.890,1.890
-1.024,1.192,-9.605,1.680,1.680,1.540
-1.015,1.182,-9.605,2.030,2.240,2.240
-1.034,1.177,-9.619,1.330,1.540,1.540
-1.043,1.187,-9.595,1.680,1.470,1.470
-1.034,1.187,-9.595,1.750,1.820,2.170
-1.024,1.177,-9.595,1.610,1.540,1.540
-1.043,1.177,-9.629,1.820,1.820,1.820
-1.024,1.201,-9.614,1.400,1.400,1.400
-1.010,1.172,-9.610,1.610,1.400,1.400
-1.029,1.201,-9.605,1.540,1.470,1.470
-1.034,1.182,-9.600,0.560,0.560,0.280
-1.029,1.192,-9.595,1.540,1.960,1.820
-1.000,1.211,-9.571,0.560,0.560,0.910
-1.029,1.268,-9.557,-0.280,-0.280,-0.280-0.981,1.201,-9.724,3.080,0.280,0.280
-0.976,1.120,-9.667,1.750,-0.910,-0.910-1.067,1.335,-9.533,4.760,4.760,4.760
-0.995,1.239,-9.471,1.890,1.890,1.890
-0.943,1.120,-9.763,5.040,-1.610,-1.610-1.101,1.254,-9.571,4.760,4.760,4.760
-1.053,1.278,-9.437,-3.010,-1.540,-1.540-0.928,1.211,-9.638,8.470,3.220,3.220
-0.981,1.177,-9.614,-2.030,3.360,3.360
-1.144,1.249,-9.595,-0.910,-0.910,-0.910-0.976,1.259,-9.543,5.390,5.390,5.390
-0.904,1.168,-9.619,-0.980,-0.980,-0.980-1.062,1.225,-9.634,2.240,2.240,2.240
-1.062,1.263,-9.533,2.940,2.940,2.940
