aX,aY,aZ,gX,gY,gZ
-0.492,-0.002,-0.389,-111.300,-359.170,-136.360
-0.482,0.056,-0.521,-101.570,-355.180,-150.360
-0.378,0.166,-0.620,-84.770,-350.210,-153.720
-0.305,0.282,-0.689,-64.120,-373.520,-160.580
-0.265,0.319,-0.735,-20.580,-375.620,-170.800
-0.223,0.339,-0.788,18.340,-396.060,-180.880
-0.207,0.285,-0.815,45.430,-410.620,-210.840
-0.257,0.276,-0.862,29.890,-415.730,-226.100
-0.326,0.256,-0.938,-18.690,-386.400,-239.120
-0.421,0.296,-1.089,-108.990,-349.580,-245.070
-0.474,0.423,-1.314,-204.610,-311.990,-265.650
-0.413,0.702,-1.530,-290.150,-280.210,-275.730
-0.372,0.864,-1.715,-240.240,-273.840,-304.220
-0.318,1.061,-1.821,-158.900,-281.190,-308.490
-0.242,1.312,-1.860,-48.510,-292.320,-298.830
-0.159,1.660,-1.942,24.500,-292.880,-273.840
0.025,1.886,-2.023,101.990,-283.570,-242.620
0.341,1.965,-1.982,146.020,-255.640,-213.710
0.633,1.971,-1.877,144.620,-224.630,-171.360
0.329,1.940,-1.776,63.350,-195.720,-164.360
0.551,1.963,-1.742,-37.030,-163.520,-131.250
0.589,1.983,-1.767,-65.870,-132.090,-112.980
0.576,1.993,-1.790,-50.820,-108.500,-81.550
0.567,1.961,-1.694,-37.870,-89.600,-68.880
0.616,1.983,-1.739,-15.890,-84.980,-48.020
0.623,1.986,-1.715,12.110,-84.210,-29.120
0.554,1.982,-1.649,49.210,-78.890,-12.950
0.603,1.951,-1.589,65.730,-73.570,-4.900
0.565,1.931,-1.508,64.120,-60.900,4.130
0.592,1.905,-1.505,43.610,-35.630,8.820
0.584,1.863,-1.573,23.100,-10.080,16.100
0.651,1.831,-1.722,-11.340,21.910,24.920
0.635,1.807,-1.863,-28.210,58.380,33.460
0.631,1.744,-1.979,-28.280,87.990,39.130
0.594,1.688,-2.091,-15.470,116.970,45.360
0.588,1.649,-2.177,-0.280,143.430,50.680
0.503,1.608,-2.205,20.160,168.910,55.930
0.468,1.592,-2.196,40.250,193.620,61.040
0.421,1.574,-2.103,56.490,225.960,68.250
0.330,1.554,-1.932,60.340,247.100,74.200
0.274,1.516,-1.809,56.840,268.310,80.920
0.223,1.470,-1.674,43.750,289.520,87.570
0.162,1.391,-1.575,25.970,313.250,93.870
0.076,1.312,-1.507,-4.340,339.430,105.490
-0.013,1.174,-1.454,-21.350,365.820,108.990
-0.050,1.078,-1.386,-24.990,388.780,110.810
-0.026,1.038,-1.264,-15.190,406.280,115.360
-0.015,1.021,-1.065,0.210,408.660,121.730
-0.004,0.990,-0.911,-1.260,408.100,131.320
0.003,0.950,-0.784,-18.060,402.990,144.900
-0.000,0.856,-0.641,-33.110,397.880,159.950
-0.005,0.808,-0.506,-58.170,393.680,173.670
-0.018,0.722,-0.429,-59.290,387.030,181.370
-0.096,0.602,-0.380,-40.460,375.130,183.820
-0.130,0.495,-0.327,-16.380,361.060,186.200
-0.137,0.404,-0.269,-5.390,355.740,185.990
-0.155,0.350,-0.186,-2.380,353.990,183.190
-0.199,0.273,-0.154,-2.590,352.380,172.130
-0.196,0.196,-0.157,-4.200,349.580,163.030
-0.193,0.116,-0.162,-8.050,345.870,154.700
-0.196,0.066,-0.113,-6.930,338.660,147.490
-0.205,0.012,-0.056,0.000,332.080,137.340
-0.208,-0.039,0.037,0.490,319.620,128.660
-0.229,-0.066,0.147,-4.340,304.850,119.350
-0.262,-0.100,0.233,1.260,293.160,110.180
-0.268,-0.107,0.319,8.540,281.050,101.360
-0.260,-0.111,0.401,15.470,272.440,92.400
-0.251,-0.125,0.461,28.910,271.040,82.180
-0.156,-0.093,0.539,29.750,253.120,69.090
-0.203,-0.095,0.543,17.010,244.790,56.140
-0.188,-0.098,0.591,-0.980,238.280,44.100
-0.188,-0.115,0.615,-13.020,250.320,21.980
-0.190,-0.164,0.716,-18.550,263.760,3.570
-0.193,-0.189,0.728,-19.530,272.720,-12.740
-0.191,-0.166,0.710,-19.180,275.870,-16.380
-0.112,-0.156,0.780,-38.640,276.150,-11.760
-0.315,-0.250,0.932,-53.200,247.940,-61.740
-0.294,-0.205,0.836,-56.910,238.280,-52.010
-0.182,-0.184,0.862,-34.020,267.260,-30.800
-0.304,-0.122,0.901,-16.450,278.040,-23.590
-0.320,-0.062,1.031,-14.210,276.290,-23.240
-0.359,0.045,1.123,-31.780,271.180,-23.660
-0.425,0.131,1.357,-49.000,255.570,-26.880
-0.489,0.228,1.571,-43.120,237.160,-27.440
-0.452,0.315,1.739,-7.770,215.950,-18.830

-0.485,0.436,2.046,37.940,176.540,1.610
-0.465,0.536,2.238,51.100,152.460,10.850
-0.586,0.555,2.604,55.510,109.340,14.770
-0.548,0.592,2.722,40.810,76.160,21.700
-0.587,0.585,2.836,19.180,37.800,25.900
-0.612,0.555,2.839,3.080,-3.570,23.940
-0.607,0.544,2.786,-1.750,-44.660,27.860
-0.582,0.511,2.664,1.120,-84.980,38.640
-0.603,0.437,2.507,-2.100,-120.540,42.210
-0.625,0.384,2.335,-13.930,-150.920,45.150
-0.675,0.302,2.177,-23.030,-179.060,48.230
-0.689,0.205,1.968,-13.090,-214.200,48.930
-0.692,0.159,1.828,9.310,-239.610,50.190
-0.663,0.125,1.716,19.320,-259.980,52.500
-0.635,0.088,1.630,14.140,-278.880,52.290
-0.598,0.042,1.536,-0.840,-294.700,44.380
-0.568,0.011,1.432,-1.260,-306.250,35.490
-0.546,-0.024,1.325,5.320,-318.500,23.870
-0.549,-0.068,1.167,7.980,-327.180,8.890
-0.541,-0.111,1.060,2.660,-331.730,-7.350
-0.523,-0.144,0.937,-16.450,-333.270,-27.230
-0.511,-0.245,0.821,-24.360,-331.520,-40.320
-0.510,-0.327,0.667,-35.140,-330.680,-55.160
-0.509,-0.407,0.520,-44.030,-325.920,-69.370
-0.527,-0.516,0.375,-48.790,-314.230,-92.960
-0.622,-0.545,0.283,-53.060,-301.420,-115.430
-0.669,-0.535,0.133,-59.290,-293.860,-135.870
-0.710,-0.469,-0.041,-74.340,-297.080,-156.730
-0.693,-0.374,-0.260,-90.790,-297.710,-184.240
-0.624,-0.172,-0.449,-100.520,-295.610,-224.700
-0.380,0.120,-0.631,-147.840,-314.090,-241.220
-0.164,0.260,-0.768,-171.570,-325.360,-235.830
-0.118,0.371,-0.827,-46.340,-323.330,-268.800
-0.044,0.681,-0.676,44.660,-317.800,-256.830
0.105,0.978,-0.579,111.790,-327.600,-248.570
0.191,0.704,-0.395,166.600,-339.780,-244.720
0.310,0.639,-0.214,218.400,-369.670,-242.550
0.199,0.899,-0.201,182.630,-413.910,-232.470
0.356,0.770,-0.316,91.420,-467.040,-192.990
0.132,1.002,-0.529,29.470,-513.870,-170.590
0.133,0.969,-0.915,-8.820,-520.870,-149.940
-0.132,0.895,-1.479,-18.270,-499.310,-140.840
-0.142,0.876,-1.856,6.790,-457.170,-133.490
-0.115,0.926,-2.066,94.220,-406.280,-129.850
-0.048,0.902,-2.064,104.020,-362.880,-125.160
0.100,1.015,-2.037,96.320,-335.300,-127.610
0.180,1.134,-1.855,100.520,-318.850,-122.010
0.218,1.263,-1.745,120.960,-308.840,-115.570
0.248,1.327,-1.564,145.320,-293.580,-109.760
0.329,1.287,-1.471,158.620,-269.570,-101.430
0.609,1.285,-1.405,110.600,-234.920,-100.800
0.196,1.399,-1.361,-26.250,-218.120,-91.420
0.374,1.416,-1.459,-65.030,-183.190,-88.690
0.400,1.505,-1.499,-57.260,-158.760,-84.980
0.448,1.570,-1.563,-44.660,-143.430,-72.100
0.523,1.581,-1.624,-22.540,-126.210,-62.650
0.487,1.668,-1.568,-49.070,-113.260,-45.220
0.632,1.689,-1.665,-36.190,-89.740,-26.950
0.618,1.669,-1.627,-17.080,-72.030,-11.970
0.670,1.658,-1.580,1.750,-52.780,6.020
0.597,1.603,-1.456,24.150,-35.140,18.550
0.574,1.540,-1.381,39.340,-17.850,24.360
0.526,1.489,-1.314,51.660,-1.400,28.070
0.507,1.448,-1.259,47.320,11.760,29.680
0.441,1.414,-1.369,21.560,28.280,27.720
0.424,1.424,-1.303,12.460,43.330,30.380
0.407,1.415,-1.449,7.910,62.860,30.380
0.445,1.436,-1.592,19.250,83.300,30.170
0.468,1.468,-1.678,8.190,105.490,37.800
0.475,1.516,-1.790,0.280,130.060,42.280
0.461,1.567,-1.891,3.360,159.460,53.130
0.468,1.604,-1.986,-3.780,191.940,64.960
0.446,1.606,-2.002,-18.340,226.030,78.960
0.427,1.559,-1.963,-28.700,256.480,91.070
0.390,1.473,-1.764,-27.580,282.660,100.870
0.368,1.484,-1.720,-21.980,294.350,115.360
0.343,1.444,-1.613,-11.970,305.760,129.150
0.315,1.433,-1.503,-10.850,312.830,143.990
0.292,1.389,-1.421,-7.840,320.390,164.710
0.249,1.263,-1.357,-1.050,329.140,178.570
0.205,1.139,-1.301,-4.480,340.970,185.430
0.122,1.050,-1.328,-22.400,356.720,190.400
0.107,0.970,-1.283,-44.870,375.410,194.600
0.063,0.878,-1.221,-59.500,393.890,198.660
0.061,0.765,-1.141,-58.940,402.920,198.380
0.012,0.637,-0.990,-41.160,407.960,192.430
-0.002,0.589,-0.900,-18.340,407.400,188.860
0.014,0.550,-0.792,9.520,405.790,187.180
0.013,0.506,-0.692,19.670,402.570,186.900
-0.030,0.484,-0.577,22.330,396.200,186.900
-0.068,0.440,-0.534,27.370,394.870,186.130
-0.092,0.356,-0.467,17.710,394.520,184.870
-0.141,0.265,-0.394,20.370,393.960,180.740
-0.188,0.173,-0.284,27.720,392.490,174.300
-0.247,0.086,-0.164,40.460,385.000,167.580
-0.312,0.020,-0.036,62.300,377.020,155.330
-0.363,-0.056,0.022,70.560,370.160,140.980
-0.386,-0.080,0.077,64.960,362.530,127.960
-0.427,-0.120,0.139,61.180,353.990,113.260
-0.450,-0.143,0.200,65.520,349.790,99.400
-0.479,-0.159,0.266,72.240,349.160,86.380
-0.504,-0.179,0.350,69.440,346.570,72.450
-0.511,-0.175,0.449,55.020,338.800,51.100
-0.453,-0.108,0.549,40.040,328.720,37.660
-0.456,-0.071,0.676,21.210,320.530,26.950
-0.401,-0.031,0.753,1.470,308.070,19.810
-0.366,-0.006,0.843,-23.730,297.430,15.120
-0.352,0.011,0.917,-34.930,287.560,12.390
-0.393,0.004,0.941,-33.880,280.420,9.450
-0.458,0.017,0.973,-18.130,281.820,3.220
-0.539,-0.001,1.012,-1.330,270.760,-6.650
-0.649,-0.020,1.043,29.540,239.820,-55.650
-0.695,0.011,1.113,31.920,237.370,-42.910
-0.688,0.020,1.138,47.600,243.250,-30.940
-0.728,0.072,1.290,37.380,245.140,-18.060
-0.817,0.164,1.511,24.010,249.620,-11.900
-0.876,0.254,1.675,19.460,246.540,-10.990
-1.003,0.325,1.859,7.910,230.580,-7.350
-1.091,0.406,2.049,-10.850,207.830,2.450

-1.192,0.492,2.247,-31.290,159.390,34.440
-1.296,0.526,2.445,-34.090,113.820,21.630
-1.291,0.543,2.628,-29.540,65.870,15.890
-1.201,0.541,2.791,-30.170,29.120,7.420
-1.113,0.513,2.951,-8.260,-27.930,-1.960
-0.923,0.491,3.017,18.200,-76.090,0.630
-0.671,0.475,2.936,24.990,-137.200,3.150
-0.538,0.428,2.757,1.540,-184.030,3.360
-0.510,0.397,2.516,-17.430,-227.990,6.230
-0.522,0.325,2.253,-18.970,-263.550,9.450
-0.568,0.261,1.979,-23.310,-288.050,3.500
-0.630,0.199,1.749,-40.110,-308.070,-5.250
-0.662,0.144,1.400,-56.280,-327.180,-6.860
-0.707,0.101,1.284,-60.970,-346.990,-13.090
-0.714,0.037,1.116,-55.860,-355.530,-20.860
-0.672,-0.001,0.970,-64.260,-356.580,-25.130
-0.631,-0.026,0.858,-77.630,-351.750,-29.890
-0.555,-0.025,0.757,-90.020,-341.810,-33.950
-0.484,-0.026,0.708,-94.150,-336.350,-34.300
-0.423,-0.035,0.663,-90.860,-332.850,-24.360
-0.419,-0.037,0.628,-79.170,-330.540,-32.340
-0.433,-0.053,0.558,-48.440,-324.590,-45.500
-0.413,-0.045,0.499,-12.180,-323.960,-62.650
-0.391,-0.029,0.489,9.450,-337.820,-87.360
-0.407,-0.041,0.435,-0.630,-368.130,-99.750
-0.416,-0.051,0.343,-31.150,-393.330,-113.680
-0.444,-0.058,0.164,-71.050,-412.160,-126.700
-0.468,-0.020,0.004,-114.380,-410.620,-142.520
-0.456,0.038,-0.197,-141.680,-400.260,-162.470
-0.418,0.081,-0.374,-155.960,-386.960,-175.630
-0.387,0.098,-0.529,-149.380,-374.080,-188.580
-0.391,0.103,-0.667,-110.670,-365.540,-206.080
-0.295,0.207,-0.741,-85.260,-365.120,-220.920
-0.203,0.304,-0.787,-34.790,-370.860,-232.610
-0.133,0.414,-0.862,3.920,-383.250,-232.050
-0.034,0.485,-0.933,35.980,-396.410,-229.320
0.016,0.531,-0.935,56.700,-395.570,-226.030
0.095,0.566,-0.929,62.790,-390.180,-222.530
0.065,0.547,-0.898,46.270,-378.490,-217.700
0.032,0.600,-0.834,2.800,-366.520,-218.750
-0.100,0.672,-0.823,-30.660,-359.730,-225.330
-0.245,0.857,-1.052,-54.880,-354.690,-235.130
-0.330,0.941,-1.322,-48.510,-363.510,-252.770
-0.341,1.131,-1.534,-26.390,-353.710,-267.680
-0.200,1.274,-1.848,-16.940,-331.240,-268.800
0.013,1.458,-2.121,-27.440,-286.300,-256.620
0.146,1.579,-2.170,-6.580,-242.760,-241.220
0.333,1.687,-2.276,1.470,-194.740,-203.630
0.420,1.813,-2.247,25.900,-152.250,-187.740
0.505,1.905,-2.166,44.450,-114.870,-150.500
0.363,1.948,-1.954,27.580,-78.190,-133.350
0.632,1.992,-1.793,37.730,-73.080,-104.580
0.708,1.997,-1.649,70.840,-62.230,-84.630
0.754,2.035,-1.489,82.880,-55.230,-55.650
0.823,1.907,-1.387,82.810,-48.090,-43.260
0.669,1.876,-1.177,43.890,-38.780,-28.210
0.745,1.843,-1.119,17.360,-29.260,-14.700
0.718,1.779,-1.084,3.010,-17.500,-5.950
0.636,1.709,-1.061,-5.600,-10.920,-0.490
0.641,1.673,-1.086,2.380,-3.150,8.400
0.616,1.677,-1.083,5.250,0.560,16.030
0.639,1.695,-1.167,1.470,4.620,23.450
0.642,1.708,-1.239,0.350,12.600,31.780
0.642,1.709,-1.333,4.690,27.090,40.810
0.629,1.689,-1.406,15.190,56.490,43.260
0.638,1.665,-1.460,17.710,79.450,49.840
0.613,1.656,-1.485,15.610,97.300,59.150
0.551,1.616,-1.503,11.060,113.750,67.760
0.490,1.575,-1.533,5.390,132.300,74.550
0.460,1.533,-1.546,-8.680,149.520,82.180
0.454,1.506,-1.541,-28.910,165.620,92.960
0.435,1.497,-1.510,-39.270,180.740,104.580
0.427,1.477,-1.480,-45.010,212.100,115.990
0.415,1.451,-1.490,-52.080,213.850,123.620
0.368,1.434,-1.525,-62.720,235.060,123.060
0.291,1.382,-1.550,-65.730,263.690,146.160
0.271,1.288,-1.554,-60.200,290.780,167.160
0.202,1.169,-1.477,-47.390,313.530,176.820
0.163,1.097,-1.375,-28.490,332.780,183.470
0.124,1.065,-1.280,-16.660,347.270,188.790
0.089,0.990,-1.195,-11.830,357.420,193.340
0.057,0.908,-1.090,-5.110,365.400,196.770
0.021,0.831,-0.950,10.850,379.260,197.820
-0.026,0.753,-0.820,23.380,386.540,198.800
-0.039,0.685,-0.731,30.590,392.140,198.030
-0.057,0.597,-0.650,30.520,395.220,199.010
-0.069,0.525,-0.512,28.700,394.870,199.640
-0.103,0.427,-0.391,23.660,389.270,198.520
-0.135,0.340,-0.261,16.730,384.440,194.460
-0.177,0.260,-0.157,9.870,378.420,186.410
-0.203,0.189,-0.034,5.530,367.080,176.470
-0.230,0.114,0.029,15.400,359.030,164.220
-0.245,0.034,0.089,32.410,350.700,151.270
-0.235,-0.015,0.145,26.740,340.410,140.980
-0.244,-0.043,0.192,19.600,332.780,128.030
-0.261,-0.086,0.237,19.950,327.600,110.390
-0.273,-0.115,0.296,13.230,320.180,96.880
-0.286,-0.115,0.340,9.660,311.710,85.120
-0.283,-0.122,0.367,6.160,310.870,73.150
-0.306,-0.117,0.427,-2.240,304.780,58.380
-0.275,-0.101,0.536,-13.580,299.250,49.070
-0.244,-0.062,0.627,-26.810,292.950,42.350
-0.192,-0.030,0.707,-38.990,290.500,38.010
-0.121,0.012,0.774,-63.980,287.350,35.350
-0.081,0.012,0.835,-82.040,276.360,37.170
-0.085,0.008,0.877,-84.910,265.510,40.460
-0.093,0.005,0.895,-76.160,257.460,39.270
-0.191,-0.006,0.910,-64.680,234.780,35.840
-0.262,-0.021,0.900,-38.080,206.080,16.100
-0.238,-0.004,0.901,-7.560,211.890,30.240
-0.267,-0.019,0.953,23.940,231.560,46.410
-0.364,-0.028,1.014,30.380,233.940,50.330
-0.468,-0.015,1.088,30.800,235.060,49.420
-0.594,0.012,1.188,26.530,233.590,44.240
-0.705,0.053,1.308,18.060,227.710,42.210
-0.816,0.117,1.614,0.280,220.780,43.540
-0.959,0.165,1.749,-10.220,209.790,46.200
-1.005,0.229,1.987,-25.270,195.370,49.560
-1.040,0.292,2.205,-46.480,170.450,52.080

-1.061,0.318,2.513,-60.830,118.440,47.810
-1.035,0.302,2.704,-49.490,68.390,40.110
-0.958,0.250,2.807,6.580,7.630,26.810
-0.808,0.203,2.900,42.840,-46.200,16.660
-0.632,0.224,2.908,58.310,-90.860,16.800
-0.549,0.165,2.736,59.990,-141.190,16.380
-0.472,0.148,2.578,36.400,-173.880,14.630
-0.478,0.115,2.363,9.660,-209.930,12.040
-0.506,0.088,2.116,-12.180,-244.370,5.880
-0.552,0.037,1.886,-23.170,-271.110,0.420
-0.582,0.018,1.668,-29.330,-301.140,-3.990
-0.583,-0.029,1.483,-46.270,-323.190,-8.890
-0.607,-0.058,1.260,-60.130,-337.890,-25.830
-0.602,-0.109,1.112,-75.040,-342.790,-41.860
-0.602,-0.168,0.982,-73.430,-343.420,-64.190
-0.574,-0.196,0.852,-66.290,-341.110,-84.350
-0.557,-0.211,0.722,-63.910,-339.290,-103.530
-0.496,-0.206,0.627,-68.110,-336.700,-118.300
-0.424,-0.196,0.534,-75.670,-326.970,-124.320
-0.355,-0.177,0.477,-83.230,-312.480,-126.350
-0.316,-0.157,0.418,-82.390,-300.860,-134.610
-0.292,-0.134,0.371,-78.190,-294.630,-145.390
-0.293,-0.120,0.348,-71.610,-292.600,-156.730
-0.271,-0.084,0.293,-70.140,-291.550,-171.500
-0.265,-0.031,0.212,-65.590,-302.820,-178.710
-0.248,0.020,0.169,-64.540,-311.570,-182.980
-0.242,0.071,0.088,-49.630,-310.590,-186.620
-0.222,0.130,-0.015,-43.680,-315.420,-188.720
-0.199,0.183,-0.121,-42.280,-322.560,-190.540
-0.146,0.263,-0.235,-30.240,-323.120,-196.210
-0.099,0.314,-0.346,-13.510,-321.790,-192.290
0.005,0.358,-0.458,8.470,-317.870,-184.240
0.070,0.390,-0.495,33.810,-323.260,-176.260
0.079,0.388,-0.461,59.290,-334.670,-170.870
0.054,0.354,-0.413,81.550,-348.740,-176.330
0.006,0.347,-0.393,80.010,-357.210,-184.310
-0.032,0.366,-0.427,47.740,-360.290,-196.700
-0.077,0.449,-0.561,6.300,-355.180,-209.790
-0.143,0.549,-0.701,-14.560,-350.000,-222.880
-0.190,0.663,-0.828,-20.160,-346.780,-235.340
-0.116,0.868,-0.971,-8.330,-347.130,-234.850
-0.023,0.990,-1.135,21.560,-347.340,-233.590
0.157,1.171,-1.148,34.930,-339.080,-218.610
0.163,1.246,-1.313,66.640,-338.730,-210.560
0.205,1.297,-1.366,95.550,-326.060,-196.280
0.216,1.327,-1.506,101.150,-306.180,-179.200
0.210,1.368,-1.577,76.440,-278.460,-166.040
0.218,1.383,-1.626,56.630,-248.150,-155.470
0.254,1.409,-1.669,46.480,-219.450,-146.300
0.326,1.458,-1.614,50.260,-180.250,-111.790
0.074,1.304,-1.598,-4.480,-163.520,-139.160
0.435,1.494,-1.612,-5.600,-139.440,-121.100
0.483,1.523,-1.528,29.820,-112.140,-116.480
0.596,1.526,-1.414,47.320,-96.530,-102.760
0.486,1.550,-1.177,32.410,-78.890,-81.340
0.548,1.626,-1.084,21.840,-72.940,-65.800
0.440,1.621,-0.999,14.700,-73.990,-60.690
0.430,1.647,-0.983,5.040,-73.570,-60.830
0.450,1.718,-1.044,-8.610,-75.740,-55.090
0.417,1.749,-1.090,-21.420,-70.910,-48.090
0.479,1.806,-1.354,-26.950,-58.100,-45.990
0.510,1.903,-1.425,-32.970,-49.700,-39.970
0.514,1.965,-1.603,-32.830,-31.780,-30.520
0.574,2.032,-1.754,-14.840,-5.460,-11.340
0.549,2.042,-1.885,6.790,27.160,5.180
0.550,2.015,-1.917,27.230,60.830,25.900
0.691,2.018,-1.942,58.380,92.120,47.320
0.685,1.974,-1.814,82.950,120.260,68.670
0.612,1.890,-1.696,110.040,136.290,86.170
0.558,1.804,-1.609,115.150,152.600,91.140
0.485,1.735,-1.498,117.740,166.180,102.480
0.451,1.586,-1.399,104.930,175.350,122.220
0.357,1.520,-1.342,82.250,185.640,128.030
0.296,1.411,-1.299,40.810,195.510,130.760
0.254,1.271,-1.308,4.830,208.880,128.450
0.261,1.183,-1.375,-25.830,229.180,129.430
0.305,1.134,-1.424,-52.290,254.520,136.850
0.316,1.095,-1.469,-63.280,276.430,141.890
0.324,1.056,-1.468,-66.080,299.950,148.330
0.286,1.034,-1.391,-60.830,311.920,154.560
0.248,1.022,-1.298,-54.460,321.230,160.090
0.224,0.996,-1.161,-46.200,327.670,169.820
0.205,0.952,-1.010,-37.450,329.420,176.750
0.163,0.903,-0.865,-35.210,329.140,180.950
0.139,0.837,-0.746,-36.820,328.020,181.510
0.120,0.769,-0.677,-40.460,327.460,180.390
0.130,0.700,-0.629,-38.570,330.190,178.430
0.117,0.619,-0.580,-35.560,333.830,179.760
0.111,0.538,-0.532,-40.530,338.800,182.210
0.088,0.464,-0.475,-51.100,345.590,183.400
0.059,0.407,-0.409,-55.580,351.190,186.130
0.031,0.357,-0.361,-66.360,354.550,187.530
0.009,0.322,-0.267,-66.500,353.080,189.840
-0.012,0.264,-0.201,-49.350,347.900,190.050
-0.045,0.196,-0.104,-36.400,337.120,189.280
-0.059,0.141,-0.020,-44.310,330.820,187.180
-0.080,0.081,0.046,-55.930,328.930,184.240
-0.097,0.018,0.068,-51.940,324.240,180.740
-0.103,-0.011,0.156,-53.830,317.940,176.190
-0.121,-0.063,0.208,-53.410,312.900,172.480
-0.119,-0.098,0.265,-46.480,309.680,167.650
-0.150,-0.140,0.278,-36.190,287.560,159.530
-0.170,-0.169,0.306,-29.960,296.030,151.340
-0.230,-0.203,0.369,-30.520,285.390,139.230
-0.232,-0.214,0.424,-20.790,273.630,127.470
-0.234,-0.206,0.474,-4.480,266.420,110.180
-0.218,-0.189,0.524,4.340,260.400,97.090
-0.248,-0.183,0.585,4.690,250.040,85.190
-0.238,-0.230,0.662,2.030,234.570,76.790
-0.131,-0.176,0.733,-6.020,224.700,82.180
-0.297,-0.186,0.789,5.320,197.050,27.160
-0.304,-0.195,0.830,6.020,229.040,37.730
-0.232,-0.161,0.868,10.850,276.150,87.220
-0.372,-0.178,0.937,19.180,289.100,97.090
-0.473,-0.187,1.038,30.800,283.990,89.740
-0.545,-0.152,1.163,57.260,274.260,75.950
-0.584,-0.098,1.270,80.290,268.520,62.860
-0.596,-0.004,1.398,78.890,256.480,54.670
-0.638,0.074,1.566,69.160,230.930,51.240

-0.681,0.184,1.716,79.800,196.840,56.280
-0.699,0.250,1.847,89.460,166.600,60.410
-0.730,0.313,2.006,96.880,136.990,66.220
-0.769,0.345,2.219,107.870,99.470,69.440
-0.760,0.346,2.373,109.130,67.690,69.440
-0.728,0.371,2.512,101.710,33.530,68.390
-0.679,0.347,2.636,87.640,-6.230,66.990
-0.628,0.326,2.684,62.650,-48.860,59.920
-0.556,0.299,2.691,32.480,-87.780,51.590
-0.494,0.266,2.626,17.080,-119.630,46.550
-0.454,0.185,2.480,6.930,-147.840,40.250
-0.448,0.159,2.321,-6.720,-176.540,37.310
-0.457,0.130,2.074,-23.590,-212.520,24.710
-0.516,0.082,1.900,-32.830,-239.610,4.900
-0.511,0.059,1.705,-45.850,-264.530,-2.450
-0.529,0.036,1.535,-60.410,-277.200,-12.390
-0.539,-0.003,1.378,-59.920,-285.110,-24.710
-0.556,-0.048,1.196,-57.540,-296.380,-41.300
-0.553,-0.084,1.094,-63.140,-309.750,-59.570
-0.541,-0.106,0.996,-72.450,-323.750,-80.430
-0.518,-0.117,0.902,-85.120,-332.780,-92.400
-0.478,-0.114,0.763,-91.350,-335.790,-96.600
-0.414,-0.108,0.683,-97.720,-333.900,-101.990
-0.387,-0.119,0.610,-101.430,-329.770,-108.150
-0.365,-0.127,0.531,-99.330,-324.380,-111.860
-0.355,-0.107,0.467,-99.680,-328.930,-121.590
-0.329,-0.108,0.354,-95.340,-341.880,-128.660
-0.317,-0.085,0.311,-89.460,-336.770,-138.670
-0.296,-0.036,0.260,-84.560,-325.570,-149.520
-0.276,0.000,0.208,-80.290,-318.570,-153.090
-0.246,0.041,0.148,-79.030,-314.160,-156.380
-0.225,0.091,0.062,-73.430,-314.440,-161.420
-0.222,0.120,0.002,-64.960,-319.060,-170.520
-0.211,0.147,-0.064,-54.320,-325.290,-181.790
-0.190,0.177,-0.162,-46.060,-327.110,-186.620
-0.190,0.228,-0.285,-40.250,-352.380,-202.510
-0.114,0.261,-0.378,-32.620,-360.220,-208.740
-0.051,0.336,-0.444,-27.370,-367.500,-217.980
-0.013,0.344,-0.503,-26.880,-375.480,-226.520
-0.035,0.339,-0.539,-32.830,-383.950,-248.080
-0.102,0.338,-0.680,-50.330,-374.640,-285.390
-0.186,0.352,-0.826,-98.140,-348.110,-315.070
-0.256,0.391,-0.944,-148.680,-305.690,-315.140
-0.248,0.553,-1.093,-198.450,-254.380,-334.460
-0.204,0.734,-1.281,-221.760,-198.800,-347.830
-0.140,0.920,-1.437,-185.220,-179.690,-362.600
0.036,1.320,-1.448,-123.970,-175.000,-354.130
0.219,1.660,-1.437,-58.660,-185.850,-327.950
0.426,1.850,-1.458,25.970,-200.760,-294.350
0.668,1.975,-1.363,77.910,-203.770,-254.520
0.807,2.024,-1.268,127.190,-197.260,-210.700
0.782,1.942,-1.201,150.640,-178.220,-171.010
0.768,1.869,-1.142,146.440,-151.970,-125.090
0.670,1.738,-1.074,134.120,-126.140,-101.080
0.552,1.619,-1.050,123.760,-106.680,-87.640
0.441,1.525,-1.046,126.980,-88.760,-84.630
0.383,1.426,-0.918,106.890,-83.090,-86.730
0.315,1.409,-0.956,122.220,-74.270,-91.980
0.491,1.358,-0.915,90.510,-72.380,-101.220
0.541,1.351,-0.989,62.720,-60.690,-100.800
0.407,1.399,-0.813,34.090,-57.610,-94.710
0.396,1.482,-0.754,31.010,-49.700,-85.960
0.476,1.608,-0.745,23.310,-47.600,-73.290
0.439,1.676,-0.759,-8.610,-47.390,-65.100
0.539,1.797,-0.804,-48.230,-47.040,-49.280
0.464,1.868,-0.881,-69.020,-49.770,-47.180
0.507,1.959,-0.947,-71.960,-50.050,-39.900
0.585,2.046,-1.076,-62.370,-40.670,-26.950
0.483,2.050,-1.177,-47.740,-26.390,-15.400
0.557,2.056,-1.322,-29.120,-4.270,1.190
0.547,1.981,-1.411,-26.320,22.750,14.000
0.530,1.926,-1.518,-27.930,54.460,23.170
0.582,1.898,-1.556,-26.530,79.100,33.880
0.584,1.890,-1.549,-16.940,99.750,43.750
0.529,1.892,-1.548,-1.820,114.520,56.000
0.518,1.943,-1.502,3.080,131.460,73.990
