aX,aY,aZ,gX,gY,gZ
0.502,1.990,-1.464,-12.740,147.280,100.940
0.508,1.979,-1.435,-22.750,162.680,119.280
0.495,1.916,-1.389,-31.780,179.550,136.360
0.439,1.829,-1.342,-46.900,195.790,150.150
0.357,1.723,-1.344,-66.780,215.320,160.160
0.310,1.611,-1.362,-91.560,247.100,169.820
0.247,1.471,-1.382,-113.890,272.510,179.410
0.219,1.342,-1.371,-135.660,296.660,185.150
0.197,1.246,-1.278,-137.130,316.260,189.140
0.183,1.184,-1.159,-135.100,329.980,212.870
0.145,1.134,-1.030,-105.000,336.000,204.260
0.161,1.121,-0.906,-82.670,339.780,214.270
0.169,1.095,-0.792,-64.540,340.340,221.900
0.151,1.049,-0.643,-62.510,335.860,229.180
0.120,0.970,-0.536,-65.030,333.690,235.690
0.085,0.857,-0.442,-62.790,334.670,239.330
0.050,0.755,-0.367,-64.610,336.630,244.370
0.022,0.655,-0.304,-75.880,337.330,247.380
-0.007,0.565,-0.244,-77.070,333.900,247.380
-0.042,0.477,-0.195,-75.110,327.880,246.050
-0.073,0.400,-0.142,-73.430,318.990,243.880
-0.123,0.332,-0.061,-74.970,309.470,239.050
-0.157,0.253,0.004,-71.820,300.720,233.310
-0.168,0.175,0.049,-67.760,292.040,224.140
-0.196,0.077,0.093,-63.420,283.850,211.610
-0.233,0.014,0.128,-52.710,278.880,201.670
-0.272,-0.050,0.189,-48.930,272.790,192.290
-0.272,-0.099,0.225,-50.540,265.930,182.210
-0.284,-0.129,0.274,-51.310,256.340,170.450
-0.296,-0.149,0.309,-52.500,246.610,160.160
-0.277,-0.159,0.325,-56.910,243.110,154.560
-0.304,-0.192,0.372,-56.560,238.770,145.180
-0.258,-0.196,0.439,-57.960,233.800,144.550
-0.251,-0.204,0.518,-61.530,237.720,143.500
-0.229,-0.248,0.586,-67.690,246.330,145.600
-0.280,-0.310,0.687,-74.200,246.400,145.880
-0.396,-0.383,0.767,-72.450,242.900,140.210
-0.393,-0.523,0.802,-44.800,229.390,107.380
-0.707,-0.510,0.894,-14.560,194.530,66.710
-0.691,-0.583,1.001,8.540,199.990,82.390
-0.626,-0.596,1.099,20.020,227.010,90.510
-0.706,-0.565,1.243,5.180,229.810,87.360
-0.749,-0.539,1.369,-1.890,221.620,73.290

-0.748,-0.466,1.540,-1.610,208.740,55.860
-0.746,-0.406,1.687,-13.090,195.020,49.070
-0.758,-0.366,1.818,-29.470,174.720,48.860
-0.804,-0.356,1.882,-32.550,145.460,48.860
-0.814,-0.313,2.007,-37.240,117.950,45.010
-0.810,-0.303,2.073,-32.200,88.550,36.470
-0.823,-0.305,2.165,-20.020,44.240,24.920
-0.780,-0.314,2.223,-7.420,9.380,11.200
-0.709,-0.309,2.246,-3.990,-23.660,-2.730
-0.639,-0.294,2.261,-5.740,-54.950,-20.370
-0.535,-0.294,2.235,-6.160,-81.480,-30.590
-0.485,-0.288,2.129,11.200,-112.000,-36.680
-0.396,-0.245,2.000,33.390,-131.040,-40.040
-0.356,-0.210,1.866,38.220,-153.370,-50.470
-0.340,-0.160,1.713,27.650,-173.460,-54.810
-0.333,-0.142,1.557,24.780,-192.850,-54.110
-0.298,-0.142,1.395,22.750,-213.360,-63.560
-0.320,-0.124,1.253,23.450,-225.120,-59.010
-0.313,-0.116,1.169,26.810,-230.720,-59.850
-0.298,-0.129,1.079,33.670,-233.730,-62.650
-0.286,-0.142,1.021,34.300,-236.600,-66.640
-0.265,-0.158,0.956,37.380,-243.180,-70.140
-0.231,-0.162,0.913,41.230,-248.080,-73.080
-0.210,-0.161,0.845,50.540,-256.900,-78.750
-0.197,-0.147,0.838,49.280,-261.660,-92.330
-0.180,-0.143,0.804,42.210,-262.500,-104.580
-0.185,-0.136,0.744,40.040,-261.380,-117.110
-0.159,-0.119,0.701,40.180,-256.480,-119.770
-0.121,-0.095,0.636,35.490,-260.610,-121.800
-0.117,-0.066,0.625,28.700,-259.770,-121.660
-0.132,-0.030,0.571,25.550,-260.540,-125.720
-0.138,0.002,0.519,26.600,-264.880,-132.440
-0.148,0.030,0.440,29.750,-268.240,-136.430
-0.166,0.066,0.401,30.030,-270.620,-139.090
-0.167,0.102,0.334,27.720,-270.200,-136.920
-0.216,0.137,0.248,28.280,-267.050,-133.140
-0.102,0.161,0.052,40.460,-316.050,-128.030
-0.160,0.217,0.069,31.080,-348.390,-127.820
-0.149,0.231,0.007,32.550,-362.390,-130.620
-0.101,0.267,-0.163,38.080,-367.990,-137.200
-0.106,0.289,-0.372,44.380,-373.380,-146.650
-0.015,0.320,-0.465,10.780,-375.060,-156.380
-0.038,0.319,-0.658,18.690,-376.670,-162.260
-0.060,0.304,-0.793,29.610,-370.580,-171.010
-0.243,0.302,-0.866,33.320,-360.080,-185.080
-0.136,0.360,-0.992,18.690,-349.160,-201.880
-0.097,0.502,-1.078,1.400,-332.150,-216.230
-0.038,0.680,-1.190,-5.110,-312.620,-220.500
0.097,0.906,-1.259,-9.450,-302.820,-216.440
0.248,1.071,-1.303,3.500,-298.200,-209.790
0.391,1.228,-1.344,20.860,-298.760,-201.600
0.420,1.289,-1.337,49.980,-292.110,-190.330
0.468,1.347,-1.326,109.130,-286.510,-180.670
0.465,1.387,-1.348,132.020,-273.210,-169.190
0.495,1.329,-1.342,106.260,-255.360,-160.860
0.455,1.341,-1.449,71.120,-221.690,-155.680
0.405,1.420,-1.573,45.080,-192.780,-149.590
0.438,1.475,-1.697,44.380,-159.250,-146.580
0.552,1.451,-1.748,12.460,-144.480,-149.590
0.809,1.705,-1.767,-9.940,-122.990,-139.090
0.792,1.813,-1.708,-3.290,-101.780,-122.290
0.821,1.916,-1.671,14.560,-84.700,-101.780
0.990,1.998,-1.617,29.400,-61.950,-78.120
0.972,2.003,-1.509,34.440,-45.360,-57.470
1.033,2.003,-1.415,24.080,-30.590,-38.010
1.002,1.958,-1.301,22.120,-15.400,-17.780
0.975,1.850,-1.213,15.260,0.000,-1.190
0.937,1.791,-1.098,11.690,16.310,12.180
0.880,1.735,-0.996,18.690,27.720,21.700
0.819,1.679,-0.955,36.050,34.090,29.330
0.768,1.661,-0.914,48.020,39.690,35.490
0.750,1.566,-0.916,48.300,45.850,38.010
0.736,1.518,-0.956,34.510,55.370,38.150
0.742,1.490,-1.034,19.530,67.900,39.620
0.715,1.505,-1.119,12.880,84.770,40.810
0.693,1.506,-1.208,-0.840,102.830,41.580
0.679,1.537,-1.289,-21.000,118.580,44.450
0.687,1.562,-1.380,-41.930,138.110,49.630
0.691,1.601,-1.500,-63.140,178.220,61.250
0.712,1.619,-1.605,-79.870,192.360,75.880
0.705,1.594,-1.617,-89.880,212.030,93.240
0.667,1.556,-1.606,-87.920,228.970,108.080
0.610,1.528,-1.550,-77.490,242.690,127.750
0.544,1.406,-1.456,-48.020,257.040,141.470
0.474,1.322,-1.309,-29.050,270.480,154.910
0.400,1.272,-1.154,-27.790,279.860,167.020
0.332,1.196,-1.041,-27.090,286.860,174.020
0.134,1.105,-0.905,-30.800,296.660,180.250
0.176,1.031,-0.848,-38.150,306.530,183.820
0.144,0.921,-0.854,-41.160,317.240,185.360
0.163,0.842,-0.847,-48.650,326.480,184.940
0.155,0.722,-0.850,-54.390,332.010,182.350
0.148,0.657,-0.831,-45.990,340.130,179.410
0.134,0.602,-0.767,-33.600,345.520,179.760
0.102,0.569,-0.671,-26.600,348.390,182.770
0.069,0.544,-0.573,-24.080,347.900,184.100
0.045,0.515,-0.517,-14.560,344.610,185.010
0.030,0.474,-0.418,-0.980,338.660,186.130
-0.014,0.399,-0.366,11.760,334.530,184.170
-0.037,0.296,-0.303,15.610,334.040,183.190
-0.064,0.213,-0.214,12.950,335.230,179.760
-0.115,0.123,-0.139,12.880,336.000,176.470
-0.181,0.048,-0.042,19.180,333.270,169.050
-0.235,-0.023,0.075,24.710,325.920,161.630
-0.239,-0.066,0.145,31.360,320.460,154.070
-0.250,-0.096,0.186,41.650,314.160,146.720
-0.251,-0.101,0.225,45.080,307.160,139.720
-0.296,-0.111,0.239,51.380,298.690,128.030
-0.322,-0.138,0.342,44.450,293.230,120.750
-0.329,-0.133,0.369,34.580,275.310,112.070
-0.314,-0.115,0.460,14.350,264.040,102.410
-0.312,-0.098,0.591,-13.510,253.470,95.550
-0.310,-0.081,0.662,-33.110,258.790,90.090
-0.288,-0.092,0.745,-36.190,274.610,90.300
-0.345,-0.083,0.790,-37.100,287.490,87.640
-0.370,-0.086,0.831,-41.510,295.120,93.100
-0.490,-0.143,0.894,-36.330,280.210,55.930
-0.597,-0.046,0.914,-9.660,259.840,41.230
-0.560,0.006,0.937,19.740,277.830,66.920

-0.840,0.379,1.542,17.010,287.980,77.140
-0.912,0.472,1.679,18.550,268.870,86.100
-0.992,0.548,1.833,30.520,242.130,103.040
-1.100,0.596,2.064,38.080,205.100,118.720
-1.298,0.548,2.241,60.130,162.680,123.200
-1.335,0.477,2.436,70.000,120.400,115.290
-1.294,0.287,2.739,41.720,68.250,72.800
-1.133,0.203,3.054,9.030,-7.070,49.280
-0.887,0.353,2.856,35.630,-27.440,59.360
-0.670,0.177,2.721,51.590,-24.710,62.160
-0.407,0.065,2.685,14.910,-86.310,41.300
-0.297,0.040,2.424,-17.430,-136.290,18.970
-0.343,0.063,2.122,-20.300,-169.820,5.810
-0.424,0.001,1.838,-13.720,-196.560,-6.440
-0.521,-0.044,1.579,-12.320,-213.150,-19.390
-0.523,-0.079,1.362,-16.240,-217.350,-34.790
-0.555,-0.105,1.149,-26.810,-218.190,-54.250
-0.534,-0.154,1.029,-36.050,-228.480,-66.220
-0.523,-0.182,0.943,-44.240,-239.820,-76.930
-0.486,-0.181,0.891,-54.950,-243.320,-85.820
-0.447,-0.180,0.852,-72.870,-237.300,-94.920
-0.383,-0.160,0.838,-93.030,-236.600,-104.440
-0.344,-0.137,0.831,-100.660,-238.420,-120.750
-0.312,-0.123,0.820,-99.610,-243.600,-134.750
-0.280,-0.116,0.813,-89.110,-249.620,-150.220
-0.255,-0.110,0.783,-71.960,-253.820,-166.670
-0.233,-0.106,0.752,-62.230,-261.240,-180.530
-0.216,-0.115,0.756,-66.780,-271.250,-197.190
-0.201,-0.119,0.745,-71.890,-281.960,-211.330
-0.212,-0.098,0.713,-77.070,-295.190,-227.920
-0.213,-0.088,0.670,-92.260,-297.010,-241.920
-0.215,-0.085,0.596,-134.750,-296.240,-260.960
-0.219,-0.043,0.498,-162.470,-292.810,-274.120
-0.181,-0.003,0.386,-178.990,-273.420,-283.430
-0.183,0.060,0.287,-201.250,-261.940,-292.810
-0.171,0.122,0.227,-224.700,-251.020,-302.470
-0.142,0.204,0.150,-235.200,-247.310,-323.820
-0.136,0.267,0.088,-240.800,-244.720,-342.510
-0.158,0.319,0.007,-235.340,-235.410,-360.150
-0.156,0.441,-0.124,-217.420,-217.770,-371.350
-0.020,0.600,-0.218,-184.660,-204.890,-373.380
0.031,0.743,-0.243,-140.840,-205.520,-373.100
0.070,0.874,-0.316,-90.510,-209.650,-368.270
0.141,0.958,-0.347,-56.000,-208.670,-361.130
0.237,1.035,-0.427,-68.390,-191.940,-351.540
0.420,1.274,-0.489,-95.690,-170.660,-322.280
0.422,1.170,-0.503,-215.810,-120.470,-298.760
0.398,1.018,-0.280,-262.990,-116.480,-281.190
0.357,0.944,0.157,-148.400,-181.230,-288.470
0.262,1.263,0.015,-19.740,-259.560,-255.080
0.156,1.471,-0.131,-28.070,-78.960,-227.640
0.491,1.560,0.076,85.610,-47.880,-205.800
0.476,1.505,0.156,71.610,-40.950,-151.620
0.433,1.490,0.072,2.520,-38.850,-117.110
0.648,1.603,0.129,70.140,-67.690,-144.200
0.539,1.556,0.066,127.540,-93.310,-187.810
0.519,1.500,-0.009,187.460,-123.270,-194.670
0.379,1.454,-0.171,247.520,-125.370,-199.640
0.322,1.431,-0.224,282.240,-120.820,-195.090
0.287,1.453,-0.245,265.930,-109.480,-183.540
0.297,1.411,-0.227,200.900,-92.190,-169.680
0.276,1.441,-0.188,140.210,-75.950,-158.690
0.276,1.444,-0.201,109.130,-61.600,-149.590
0.265,1.501,-0.294,116.270,-37.240,-141.400
0.307,1.580,-0.319,123.270,-18.130,-126.700
0.331,1.679,-0.308,128.310,5.670,-113.610
0.373,1.860,-0.281,129.430,20.020,-94.850
0.410,1.735,-0.231,171.710,27.300,-71.680
0.447,1.712,-0.288,227.010,38.640,-78.120
0.491,1.598,-0.364,269.010,50.820,-94.640
0.446,1.502,-0.396,305.830,72.030,-29.190
0.375,1.446,-0.319,322.490,92.820,-13.230
0.445,1.273,-0.295,312.270,111.510,1.330
0.215,1.442,-0.287,369.110,136.640,39.130
0.221,1.048,-0.330,375.970,171.430,55.090
0.270,1.392,-0.202,416.780,204.050,43.120
0.328,0.808,-0.167,392.630,203.700,13.580
0.344,0.862,-0.017,387.940,193.480,3.080
0.524,0.559,-0.109,359.240,164.010,-126.280
0.294,0.893,-0.285,111.300,52.360,-166.110
0.392,0.981,-0.325,42.210,48.510,-134.680
0.513,0.920,-0.372,-21.700,55.090,-116.760
0.456,0.926,-0.356,-77.420,64.120,-118.020
0.319,0.897,-0.262,-79.380,49.560,-132.020
0.220,0.803,-0.224,-52.430,22.120,-140.280
0.343,0.724,-0.258,-40.040,10.430,-140.490
0.244,0.874,-0.348,23.730,-3.220,-113.120
0.220,0.907,-0.295,-2.310,-3.360,-116.480
0.216,0.973,-0.175,-65.590,5.250,-129.920
0.115,0.972,-0.075,-140.770,14.210,-128.940
0.077,0.976,-0.092,-188.370,24.220,-126.910
0.037,0.953,-0.114,-190.820,41.160,-140.420
0.187,1.012,-0.203,-171.150,48.160,-145.110
0.270,1.262,-0.284,-147.560,21.770,-120.680
0.400,1.359,-0.181,-62.930,15.750,-113.820
0.270,1.398,-0.073,-84.700,7.840,-108.570
0.117,1.240,-0.057,-9.310,0.840,-106.750
0.093,1.047,-0.143,-8.750,-6.930,-106.680
0.029,0.919,-0.167,-32.900,-19.180,-105.630
-0.017,0.925,-0.135,-41.860,-14.700,-103.810
0.002,0.818,-0.141,-48.720,-11.690,-105.420
0.019,0.884,-0.079,-49.140,-4.130,-99.190
0.034,1.032,0.059,-66.500,11.200,-95.200
-0.008,1.147,-0.098,-45.430,40.670,-86.660
0.054,1.200,-0.041,-45.710,45.710,-84.140
0.066,1.267,0.005,-0.700,50.540,-76.720
0.101,1.256,-0.087,32.130,38.150,-63.000
0.088,1.207,-0.023,47.180,23.380,-53.550
0.052,1.183,-0.043,74.760,18.970,-37.310
0.044,1.080,-0.066,58.240,5.740,-38.990
0.094,0.911,-0.056,-23.030,20.160,-58.940
0.235,0.862,-0.042,-40.460,28.700,-65.590
0.131,1.000,-0.081,-23.240,21.840,-59.150
-0.063,0.904,-0.082,-3.080,24.360,-75.600
-0.209,0.869,-0.049,-18.900,21.910,-78.610
-0.378,0.988,-0.238,-41.300,32.130,-85.610
-0.321,1.182,-0.103,-40.180,39.550,-76.300
-0.068,1.227,-0.166,-21.560,43.540,-59.500
0.099,0.919,-0.071,-23.520,56.070,-79.730

-0.976,9.852,1.007,218.190,32.620,91.280
-0.360,2.798,-0.027,99.400,8.890,-128.520
-0.168,1.284,0.064,-63.000,-36.400,-30.170
-0.112,0.732,0.237,84.630,-0.350,15.680
-0.249,0.237,-0.297,83.510,-15.960,40.250
-0.332,1.458,-0.011,74.970,17.780,-1.680
-0.167,1.248,-0.115,52.220,-6.790,3.010
-0.239,0.949,-0.198,38.150,-0.420,9.100
-0.232,0.942,-0.088,32.480,1.610,7.700
-0.233,1.021,-0.147,15.540,5.950,0.210
-0.241,0.971,-0.149,-1.260,-1.190,0.980
-0.225,0.967,-0.109,-15.260,-1.680,2.310
-0.231,1.105,-0.105,-3.850,-0.420,0.490
-0.235,0.954,-0.116,-12.040,-0.840,-0.420
-0.232,0.992,-0.125,-21.910,-3.710,-1.960
-0.251,0.979,-0.099,-21.420,-3.500,-4.410
-0.233,0.950,-0.086,-22.050,0.070,0.420
-0.220,0.958,-0.087,-1.190,-1.610,0.560
-0.250,0.989,-0.108,-1.120,-2.730,0.420
-0.224,0.979,-0.109,-4.900,-3.500,0.560
-0.239,0.991,-0.085,-0.140,-2.310,-0.210
-0.240,0.961,-0.090,4.690,-0.280,2.590
-0.233,0.976,-0.094,10.220,-0.420,1.890
-0.225,0.982,-0.109,5.320,-0.420,1.470
-0.234,0.981,-0.103,6.720,-1.470,1.400
-0.243,0.966,-0.100,8.610,-0.490,2.450
-0.235,0.972,-0.101,8.680,0.420,2.170
-0.225,0.976,-0.107,9.170,-0.420,2.310
-0.240,0.976,-0.111,6.090,-0.700,1.890
-0.234,0.976,-0.110,4.480,-1.190,1.330
-0.228,0.977,-0.109,0.770,-1.540,0.630
-0.233,0.975,-0.107,-1.540,-1.540,0.560
-0.232,0.976,-0.108,-4.270,-1.470,0.700
-0.235,0.979,-0.109,-6.720,-1.470,-0.070
-0.231,0.976,-0.106,-9.240,-2.170,-0.210
-0.233,0.974,-0.100,-9.030,-2.100,0.140
-0.236,0.966,-0.094,-3.570,-1.120,0.560
-0.234,0.976,-0.100,0.630,-1.050,0.700
-0.233,0.975,-0.102,1.540,-1.470,1.190
-0.238,0.965,-0.099,3.850,-1.190,1.960
-0.234,0.973,-0.096,8.470,-0.980,1.820
-0.233,0.973,-0.105,9.240,-0.700,2.030
-0.237,0.976,-0.106,6.510,-0.700,1.610
-0.232,0.976,-0.105,5.950,-0.910,1.540
-0.233,0.973,-0.108,4.830,-1.260,1.610
-0.234,0.976,-0.110,3.010,-0.980,1.050
-0.231,0.977,-0.110,0.000,-0.980,0.700
-0.230,0.976,-0.109,-1.890,-1.610,0.490
-0.234,0.971,-0.106,-4.060,-1.540,0.560
-0.237,0.975,-0.105,-3.850,-1.470,0.560
-0.234,0.973,-0.108,-4.410,-1.610,0.070
-0.234,0.968,-0.106,-4.690,-1.750,0.700
-0.234,0.965,-0.104,-2.310,-1.540,1.050
-0.233,0.964,-0.106,0.700,-1.260,1.260
-0.235,0.966,-0.106,2.030,-1.260,1.400
-0.241,0.983,-0.107,3.430,-1.050,1.680
-0.244,0.993,-0.112,3.220,-0.910,1.120
-0.224,0.981,-0.098,-0.140,-1.610,1.120
-0.227,0.982,-0.085,2.660,-1.120,1.400
-0.230,0.981,-0.090,6.790,-0.490,1.540
-0.228,0.988,-0.099,4.130,-0.910,1.260
-0.234,0.989,-0.111,2.170,-0.980,0.350
-0.229,0.967,-0.113,0.350,-1.470,0.910
-0.233,0.968,-0.116,0.210,-1.190,0.560
-0.241,0.967,-0.119,-0.630,-1.260,0.420
-0.234,0.956,-0.112,-3.150,-1.680,0.840
-0.239,0.963,-0.108,-0.630,-1.330,0.700
-0.234,0.963,-0.110,-0.770,-1.260,0.910
-0.234,0.973,-0.108,-1.540,-1.470,1.400
-0.235,0.975,-0.102,-0.700,-1.260,1.190
-0.231,0.982,-0.098,0.630,-1.050,1.120
-0.229,0.989,-0.099,1.680,-1.260,0.770
-0.230,0.976,-0.100,1.470,-1.330,1.050
-0.229,0.976,-0.097,3.920,-1.190,1.330
-0.231,0.978,-0.109,4.480,-0.840,0.980
-0.234,0.980,-0.118,1.610,-1.190,0.630
-0.234,0.976,-0.114,-0.630,-1.820,0.910
-0.235,0.959,-0.107,0.350,-1.400,1.120
-0.238,0.964,-0.105,2.450,-1.050,1.190
-0.235,0.967,-0.109,0.770,-1.120,1.050
-0.236,0.972,-0.109,-1.050,-1.470,1.120
-0.235,0.977,-0.103,-0.280,-1.400,0.980
-0.232,0.977,-0.106,0.210,-1.120,0.980
-0.232,0.977,-0.107,-0.350,-1.120,0.910
-0.233,0.979,-0.103,-0.140,-1.330,0.910
-0.229,0.978,-0.102,1.050,-1.120,0.840
-0.233,0.984,-0.108,1.330,-1.190,0.980
-0.230,0.979,-0.112,-0.070,-1.190,0.700
-0.235,0.972,-0.109,0.070,-1.470,0.840
-0.232,0.971,-0.108,1.820,-1.190,0.980
-0.237,0.970,-0.111,2.100,-1.260,0.840
-0.239,0.968,-0.108,1.120,-1.330,1.190
-0.235,0.968,-0.106,2.240,-1.120,1.050
-0.231,0.964,-0.105,2.030,-0.980,1.400
-0.236,0.982,-0.107,1.890,-0.980,0.980
-0.231,0.977,-0.111,-0.350,-1.400,1.050
-0.233,0.976,-0.106,-0.980,-1.330,0.980
-0.230,0.975,-0.108,0.630,-1.190,0.910
-0.229,0.975,-0.111,-0.280,-1.540,0.980
-0.231,0.979,-0.110,-1.260,-1.400,0.490
-0.229,0.976,-0.106,-0.700,-1.330,0.630
-0.232,0.975,-0.106,0.210,-1.260,0.700
-0.235,0.975,-0.108,0.560,-1.330,0.700
-0.235,0.967,-0.105,0.000,-1.470,0.980
-0.235,0.970,-0.104,2.590,-1.050,1.330
-0.233,0.968,-0.107,3.500,-1.050,1.470
-0.236,0.974,-0.110,2.730,-1.120,1.190
-0.232,0.970,-0.111,1.540,-1.190,1.260
-0.232,0.974,-0.108,1.260,-1.050,1.190
-0.231,0.976,-0.109,1.750,-1.050,0.910
-0.232,0.976,-0.112,-0.280,-1.470,0.980
-0.231,0.979,-0.110,-1.680,-1.260,0.630
-0.229,0.977,-0.107,-0.770,-1.470,0.420
-0.232,0.979,-0.107,-1.120,-1.400,0.770
-0.233,0.978,-0.108,-0.700,-1.400,0.630
-0.231,0.972,-0.104,-0.700,-1.470,0.980
-0.235,0.970,-0.102,1.120,-1.330,0.700
-0.235,0.970,-0.105,2.380,-1.120,1.120
-0.235,0.972,-0.106,2.100,-1.120,1.120

