aX,aY,aZ,gX,gY,gZ
-0.295,0.834,0.772,-7.980,-19.040,-22.190
-0.362,0.898,0.721,-17.570,-16.730,-17.010
-0.481,0.984,0.568,-3.640,-10.570,-22.750
-0.578,0.871,0.486,32.060,-8.120,-43.820
-0.588,0.851,0.490,45.220,-9.730,-51.100
-0.611,0.843,0.494,65.520,-13.370,-60.760
-0.592,0.816,0.564,71.400,-21.350,-74.410
-0.490,0.830,0.608,63.350,-22.610,-83.580
-0.390,0.875,0.658,46.550,-17.010,-82.810
-0.301,0.994,0.728,12.530,-9.310,-72.590
-0.205,1.091,0.770,-14.140,-1.820,-56.000
-0.124,1.169,0.776,-26.390,2.730,-34.580
-0.085,1.195,0.773,-29.540,5.180,-12.530
-0.124,1.135,0.743,-24.010,5.530,0.980
-0.247,1.069,0.636,8.120,6.160,-10.850
-0.352,0.869,0.576,41.230,3.010,-32.270
-0.365,0.795,0.571,66.920,-5.250,-46.970
-0.295,0.717,0.629,77.490,-11.060,-51.800
-0.228,0.670,0.638,71.820,-11.480,-53.550
-0.158,0.660,0.644,67.270,-10.150,-51.870
-0.117,0.713,0.654,59.010,-8.050,-46.550
-0.082,0.764,0.654,52.360,-6.370,-42.560
-0.024,0.819,0.691,35.910,-4.760,-30.870
0.011,0.850,0.685,34.860,-4.410,-25.480
-0.005,0.896,0.686,37.870,-5.530,-22.890
-0.022,0.974,0.712,53.270,-7.000,-19.950
-0.044,1.017,0.739,65.100,-3.220,-21.840
-0.061,1.014,0.776,65.030,2.100,-24.640
-0.041,1.023,0.788,59.570,9.800,-23.590
-0.055,1.048,0.764,60.410,24.150,-21.350
-0.089,1.039,0.765,57.540,38.640,-19.740
-0.135,1.021,0.782,45.570,46.620,-17.850
-0.223,1.018,0.774,30.520,52.710,-21.560
-0.306,1.026,0.787,24.360,50.470,-22.400
-0.333,1.076,0.844,8.540,21.210,-19.600
-0.351,1.113,0.793,-5.670,26.740,-16.380
-0.333,1.124,0.718,-21.980,23.030,-10.920
-0.369,1.120,0.626,-42.420,23.310,-6.090
-0.409,1.096,0.566,-66.080,23.240,-1.330
-0.391,1.136,0.565,-82.180,20.230,11.480
-0.392,1.187,0.514,-91.000,20.160,32.340
-0.467,1.242,0.468,-97.160,21.280,36.540
-0.500,1.222,0.450,-81.130,23.590,31.150
-0.393,1.155,0.530,-60.340,21.210,43.680
-0.332,1.161,0.590,-66.290,15.890,63.000
-0.376,1.148,0.580,-65.520,10.360,76.230
-0.396,1.070,0.581,-64.120,3.220,85.050
-0.412,0.986,0.654,-68.250,-4.340,94.500
-0.424,0.935,0.721,-76.160,-11.970,104.370
-0.447,0.902,0.789,-89.670,-21.350,109.200
-0.433,0.853,0.830,-102.620,-31.850,111.090
-0.383,0.817,0.849,-105.000,-41.230,115.570
-0.353,0.794,0.838,-105.070,-52.990,120.330
-0.311,0.740,0.814,-106.260,-59.570,122.010
-0.231,0.655,0.777,-107.590,-63.980,120.680
-0.176,0.588,0.719,-102.620,-63.700,121.240
-0.107,0.534,0.656,-96.950,-57.330,122.360
-0.096,0.494,0.610,-98.770,-48.720,123.760
-0.121,0.440,0.573,-93.240,-39.130,119.490
-0.105,0.371,0.599,-87.430,-29.470,117.530
-0.099,0.372,0.676,-83.930,-25.340,118.160
-0.244,0.381,0.771,-77.770,-31.710,116.060
-0.264,0.332,0.835,-74.970,-40.600,90.860
-0.214,0.241,0.903,-59.360,-51.380,95.690
-0.142,0.155,0.956,-61.250,-57.890,79.730
0.009,0.113,1.015,-76.930,-60.690,68.670
0.160,0.124,1.047,-102.550,-57.890,65.520
0.289,0.154,0.990,-128.030,-49.910,71.120

0.801,-0.837,0.901,44.730,-5.740,60.480
0.815,-0.868,1.002,48.370,-3.220,69.020
0.753,-0.895,1.049,52.080,-11.900,67.830
0.637,-0.882,1.070,59.500,-22.260,56.910
0.521,-0.871,1.101,63.000,-25.900,39.130
0.436,-0.832,1.107,37.450,-25.480,10.220
0.377,-0.740,1.102,33.670,-22.610,-17.220
0.347,-0.670,1.121,17.150,-21.070,-44.310
0.494,-0.569,1.152,-2.940,-21.280,-64.680
0.463,-0.457,1.153,-18.830,-21.910,-77.420
0.510,-0.350,1.151,-24.360,-25.830,-89.180
0.589,-0.209,1.106,-26.670,-23.590,-91.840
0.732,-0.171,1.083,-17.920,-16.240,-82.530
0.856,-0.160,1.082,-5.180,-13.230,-72.380
0.886,-0.189,1.054,16.870,-16.030,-63.210
0.898,-0.261,1.034,35.420,-18.760,-48.510
0.902,-0.338,0.976,36.050,-16.940,-38.150
0.759,-0.407,0.907,29.680,-8.680,-31.150
0.825,-0.465,0.829,20.860,-0.420,-29.960
0.788,-0.509,0.761,19.670,8.470,-34.300
0.736,-0.581,0.721,22.750,16.380,-40.110
0.700,-0.612,0.703,20.510,21.840,-47.250
0.667,-0.612,0.680,25.270,25.900,-55.090
0.634,-0.598,0.654,35.770,27.580,-64.330
0.636,-0.577,0.666,41.930,27.720,-72.590
0.625,-0.522,0.659,49.980,29.050,-79.380
0.609,-0.457,0.647,60.340,31.920,-87.640
0.610,-0.347,0.644,65.170,36.750,-92.960
0.619,-0.268,0.661,68.180,42.000,-96.670
0.615,-0.193,0.704,71.050,49.350,-95.970
0.565,-0.111,0.740,73.780,52.710,-93.100
0.517,-0.048,0.770,75.880,52.290,-91.070
0.457,0.029,0.768,77.700,50.890,-88.970
0.393,0.065,0.753,77.140,49.700,-88.130
0.336,0.107,0.732,71.890,48.860,-87.500
0.280,0.144,0.700,66.710,49.000,-87.570
0.225,0.168,0.664,59.570,50.820,-88.900
0.157,0.180,0.603,54.110,54.040,-91.000
0.127,0.200,0.575,49.980,57.470,-89.180
0.103,0.236,0.556,49.350,64.260,-84.840
0.042,0.278,0.549,52.920,71.330,-81.410
-0.027,0.318,0.557,62.300,73.430,-78.610
-0.097,0.351,0.574,71.260,71.820,-74.270
-0.159,0.409,0.585,82.950,67.760,-67.620
-0.374,0.471,0.586,96.180,59.850,-61.460
-0.362,0.523,0.640,103.600,42.770,-57.050
-0.425,0.575,0.710,101.080,27.440,-56.280
-0.499,0.641,0.738,94.360,10.920,-57.680
-0.515,0.673,0.755,90.720,-2.030,-65.450
-0.484,0.696,0.754,80.360,-7.630,-72.100
-0.487,0.699,0.744,63.980,-3.990,-78.120
-0.491,0.716,0.692,48.790,8.960,-83.720
-0.481,0.753,0.647,40.250,8.890,-86.170
-0.470,0.874,0.591,37.100,8.680,-80.920
-0.469,1.008,0.531,37.170,6.160,-69.720
-0.497,1.133,0.513,54.740,-1.120,-58.100
-0.524,1.151,0.527,65.730,-16.310,-55.860
-0.494,1.154,0.588,72.030,-32.340,-52.640
-0.395,1.157,0.661,61.740,-41.020,-47.110
-0.334,1.146,0.692,40.460,-37.660,-41.930
-0.316,1.109,0.682,24.640,-30.520,-39.550
-0.299,1.078,0.675,19.740,-19.460,-38.570
-0.301,1.033,0.668,13.720,-4.410,-37.380
-0.302,0.987,0.652,7.280,8.470,-39.550
-0.337,0.977,0.626,11.060,14.140,-43.330
-0.343,0.985,0.591,20.090,12.600,-44.170
-0.321,0.976,0.581,39.620,7.420,-44.940
-0.286,0.987,0.594,54.320,-1.890,-42.420
-0.260,1.010,0.602,64.400,-7.700,-42.980
-0.228,1.013,0.606,70.000,-8.610,-43.820
-0.182,1.005,0.640,65.800,-1.540,-43.820
-0.155,0.997,0.683,57.120,9.100,-41.370
-0.143,0.995,0.720,44.660,19.530,-33.320
-0.134,1.035,0.794,18.760,30.380,-24.640
-0.126,1.039,0.861,10.850,36.050,-17.010
-0.148,1.023,0.899,13.720,34.440,-12.040
-0.195,1.003,0.950,19.600,23.870,-9.450
-0.231,1.016,0.932,26.880,14.000,-6.860
-0.243,0.985,0.865,37.310,5.600,-6.720
-0.240,0.967,0.805,47.110,0.280,-9.660
-0.223,0.962,0.752,52.430,-2.660,-13.930
-0.199,0.935,0.711,54.530,16.380,-6.230
-0.172,0.912,0.675,42.840,8.680,2.870
-0.208,0.902,0.650,23.380,18.830,10.850
-0.289,0.898,0.616,5.740,28.070,13.510
-0.386,0.907,0.612,-6.300,34.020,11.060
-0.476,0.926,0.665,-13.860,34.090,5.040
-0.520,0.942,0.733,-30.730,25.900,2.450
-0.543,0.992,0.784,-56.280,11.060,2.520
-0.559,1.007,0.772,-69.230,-4.620,-3.990
-0.509,0.972,0.691,-71.960,-21.490,-8.540
-0.439,0.980,0.637,-70.630,-26.530,16.870
-0.408,1.044,0.585,-70.560,-23.520,10.430
-0.440,1.101,0.517,-76.790,-14.700,13.090
-0.449,1.149,0.471,-75.250,-1.540,15.330
-0.446,1.188,0.459,-65.030,13.790,23.170
-0.468,1.221,0.500,-54.530,18.620,35.770
-0.465,1.234,0.565,-49.070,15.400,51.030
-0.484,1.225,0.601,-56.700,5.040,68.180
-0.477,1.127,0.611,-60.410,-6.510,74.410
-0.392,1.067,0.647,-70.350,-18.760,81.900
-0.391,1.028,0.721,-84.000,-30.520,88.340
-0.319,0.983,0.791,-97.720,-37.100,94.080
-0.235,0.940,0.857,-112.840,-42.700,107.590
-0.218,0.898,0.877,-119.070,-43.750,115.710
-0.262,0.841,0.857,-112.770,-46.620,118.930
-0.263,0.736,0.856,-103.740,-53.620,122.640
-0.214,0.651,0.808,-102.550,-58.100,128.730
-0.229,0.572,0.722,-98.770,-58.800,129.920
-0.227,0.473,0.656,-89.390,-57.400,127.820
-0.182,0.324,0.634,-80.290,-55.300,123.690
-0.149,0.214,0.637,-67.690,-52.220,119.560
-0.080,0.105,0.667,-58.100,-51.380,110.250
0.062,0.040,0.707,-49.980,-50.120,105.140
0.147,0.020,0.827,-55.300,-56.910,101.850
0.212,0.010,0.856,-74.410,-64.050,95.760
0.275,0.028,0.857,-84.630,-68.110,94.920
0.352,0.054,0.829,-89.460,-68.880,98.560
0.371,0.058,0.796,-89.110,-62.930,98.980

0.890,-0.377,1.240,24.220,-8.890,20.720
0.838,-0.453,1.231,19.110,-9.940,23.380
0.826,-0.494,1.277,8.050,-5.460,24.430
0.693,-0.568,1.272,-24.850,-13.440,12.460
0.630,-0.572,1.195,-37.730,-14.630,-4.060
0.566,-0.585,1.157,-48.790,-12.110,-18.130
0.556,-0.538,1.093,-52.290,-6.650,-35.000
0.563,-0.475,1.006,-49.700,-2.590,-49.070
0.563,-0.411,0.956,-44.800,-2.170,-59.360
0.610,-0.340,0.910,-39.130,-0.560,-62.160
0.651,-0.132,0.880,-24.920,1.680,-61.250
0.674,-0.184,0.865,-10.430,2.590,-58.030
0.708,-0.141,0.869,4.130,2.310,-53.760
0.738,-0.121,0.882,12.250,0.770,-49.980
0.747,-0.115,0.862,15.890,1.260,-45.150
0.748,-0.133,0.839,14.630,7.420,-39.690
0.745,-0.163,0.824,7.280,14.630,-36.610
0.712,-0.176,0.815,1.750,20.580,-37.730
0.682,-0.184,0.817,-1.470,23.240,-39.060
0.672,-0.193,0.842,-3.990,21.560,-39.060
0.666,-0.197,0.830,-3.290,21.560,-39.970
0.648,-0.190,0.795,0.840,24.150,-46.480
0.637,-0.195,0.763,3.710,28.280,-50.470
0.629,-0.163,0.738,8.610,34.160,-51.660
0.642,-0.122,0.756,15.400,40.180,-49.490
0.628,-0.067,0.769,24.010,42.490,-47.110
0.605,-0.023,0.774,38.010,43.260,-45.360
0.599,0.005,0.800,50.890,40.670,-42.210
0.581,0.027,0.825,55.090,35.350,-38.360
0.559,0.050,0.819,49.070,30.660,-35.630
0.546,0.064,0.791,42.630,28.490,-32.550
0.525,0.080,0.757,37.590,30.100,-30.310
0.498,0.078,0.781,31.710,32.410,-27.580
0.446,0.078,0.810,26.320,31.780,-23.590
0.381,0.090,0.814,28.490,31.990,-22.190
0.284,0.071,0.779,47.110,33.180,-21.910
0.205,0.014,0.757,86.520,31.990,-25.830
0.119,0.025,0.717,80.080,29.400,-26.880
0.021,0.071,0.661,85.540,25.130,-28.770
-0.069,0.103,0.634,88.830,16.310,-32.200
-0.138,0.149,0.695,84.070,-2.170,-36.470
-0.147,0.215,0.728,74.270,-13.580,-39.690
-0.145,0.302,0.753,58.660,-17.850,-36.540
-0.143,0.429,0.783,30.030,-23.660,-35.490
-0.142,0.519,0.732,15.960,-21.840,-40.600
-0.207,0.576,0.655,37.240,-8.610,-51.240
-0.189,0.570,0.731,59.430,-0.140,-53.060
-0.196,0.564,0.708,64.820,8.960,-48.230
-0.300,0.587,0.642,75.810,17.010,-50.330
-0.382,0.643,0.590,81.410,14.070,-50.960
-0.417,0.708,0.572,91.980,-0.490,-47.460
-0.492,0.730,0.605,97.510,-18.060,-51.240
-0.540,0.778,0.711,91.000,-39.340,-57.330
-0.452,0.840,0.810,65.590,-48.370,-58.380
-0.368,0.917,0.838,17.570,-46.970,-57.330
-0.307,0.996,0.834,-7.770,-33.390,-51.870
-0.265,1.069,0.862,-11.410,-19.810,-43.260
-0.260,1.060,0.893,-15.890,1.820,-41.860
-0.324,1.064,0.823,-12.110,20.160,-60.550
-0.317,0.919,0.780,16.170,27.300,-64.750
-0.331,0.909,0.741,33.740,24.080,-64.960
-0.349,0.870,0.651,48.930,7.490,-64.330
-0.320,0.856,0.591,68.460,-11.690,-62.720
-0.260,0.874,0.576,82.110,-27.370,-60.410
-0.196,0.921,0.550,78.820,-35.280,-59.290
-0.151,0.974,0.513,69.930,-31.360,-58.380
-0.103,1.030,0.529,55.300,-19.670,-52.850
-0.017,1.085,0.608,25.130,0.490,-45.570
0.021,1.138,0.649,-2.940,17.850,-37.730
0.058,1.142,0.705,-14.840,35.000,-28.350
0.050,1.170,0.795,-9.940,46.060,-12.670
-0.012,1.114,0.884,0.070,51.380,-8.610
-0.069,1.043,1.049,3.080,41.440,-4.130
-0.096,0.967,1.096,13.230,24.990,-2.170
-0.126,0.921,1.066,28.070,9.380,-3.850
-0.137,0.893,0.999,40.460,-5.530,-6.720
-0.101,0.895,0.923,45.640,-15.960,-1.400
-0.077,0.903,0.848,44.520,-19.950,5.180
-0.043,0.906,0.779,34.230,-18.620,11.200
-0.066,0.911,0.679,23.240,-7.350,14.490
-0.094,0.903,0.624,14.490,3.290,17.220
-0.138,0.890,0.597,3.500,14.280,18.970
-0.222,0.881,0.590,-0.490,22.750,17.500
-0.271,0.878,0.595,6.090,26.460,13.300
-0.350,0.905,0.614,6.230,27.090,6.790
-0.413,0.924,0.636,-0.560,25.830,0.560
-0.412,0.916,0.683,-13.510,26.040,-2.450
-0.388,0.912,0.758,-40.600,22.680,0.420
-0.378,0.952,0.819,-72.590,14.770,5.320
-0.416,0.975,0.803,-102.270,10.920,0.910
-0.469,0.988,0.697,-107.030,10.850,-7.770
-0.481,1.089,0.632,-101.640,21.840,-15.260
-0.378,1.205,0.603,-80.360,35.140,-8.330
-0.326,1.292,0.629,-66.500,47.320,30.730
-0.375,1.378,0.659,-65.450,52.710,37.380
-0.417,1.339,0.685,-55.580,48.300,54.740
-0.466,1.279,0.713,-36.470,20.440,72.310
-0.521,1.182,0.746,-17.080,16.870,85.120
-0.559,1.060,0.770,-22.680,-7.280,91.420
-0.519,0.952,0.801,-43.050,-30.240,94.150
-0.490,0.786,0.783,-52.850,-41.020,87.990
-0.417,0.642,0.754,-54.040,-44.590,76.790
-0.309,0.515,0.768,-70.000,-41.930,67.900
-0.191,0.423,0.798,-89.530,-25.970,63.770
-0.086,0.386,0.785,-113.260,-13.090,65.520
-0.113,0.398,0.731,-133.350,-5.040,63.070
-0.133,0.364,0.693,-146.510,7.770,58.100
-0.120,0.343,0.643,-138.740,15.260,59.360
-0.111,0.332,0.638,-116.200,16.450,65.870
-0.135,0.306,0.660,-93.730,5.880,69.510
-0.111,0.209,0.683,-70.630,-10.080,64.050
0.005,0.076,0.750,-55.230,-28.980,60.690
0.111,0.005,0.808,-49.210,-44.240,60.410
0.156,-0.044,0.814,-48.860,-49.350,53.550
0.248,-0.093,0.766,-58.240,-46.830,47.180
0.314,-0.088,0.737,-85.540,-40.880,42.630
0.407,-0.046,0.692,-105.140,-23.170,42.350
0.443,-0.022,0.692,-104.860,-13.790,47.390
0.499,0.012,0.749,-105.280,-10.850,54.530

0.827,-0.720,1.015,26.810,2.310,84.070
0.843,-0.743,1.056,39.480,6.790,88.900
0.832,-0.815,1.206,55.160,13.090,88.200
0.748,-0.810,1.229,55.300,7.350,83.160
0.696,-0.803,1.348,56.980,1.680,76.650
0.613,-0.746,1.419,63.070,-4.550,59.430
0.516,-0.644,1.462,58.870,-13.650,44.170
0.414,-0.527,1.479,46.340,-19.600,26.880
0.303,-0.422,1.413,20.090,-24.290,2.590
0.238,-0.314,1.437,8.190,-19.670,-12.040
0.148,-0.244,1.452,-25.690,-32.900,-31.430
0.161,-0.096,1.296,-58.520,-30.940,-55.650
0.167,0.016,1.174,-64.470,-25.130,-66.640
0.221,0.098,1.101,-71.050,-19.600,-72.100
0.310,0.186,1.035,-72.450,-18.550,-72.800
0.388,0.247,0.982,-64.960,-20.580,-69.510
0.471,0.268,0.953,-45.640,-22.960,-60.200
0.560,0.245,0.965,-28.490,-28.420,-50.820
0.635,0.199,0.976,-12.600,-36.120,-40.040
0.695,0.121,0.975,-2.310,-40.600,-31.850
0.718,0.041,0.958,-1.750,-41.650,-26.460
0.725,-0.042,0.910,1.190,-35.630,-20.510
0.691,-0.116,0.862,-2.800,-28.070,-15.470
0.606,-0.145,0.797,-10.500,-19.950,-12.880
0.473,-0.182,0.714,-22.540,-5.600,-16.590
0.367,-0.210,0.650,-29.680,4.270,-26.320
0.304,-0.201,0.617,-24.710,11.760,-41.860
0.276,-0.147,0.627,-19.180,17.850,-52.080
0.288,-0.093,0.692,-22.260,23.030,-59.570
0.366,-0.008,0.775,-26.740,29.680,-60.200
0.490,0.075,0.906,-20.020,34.510,-57.890
0.603,0.116,1.017,-14.980,32.760,-51.450
0.739,0.134,1.125,9.660,27.860,-34.440
0.854,0.086,1.212,33.600,22.750,-18.410
0.946,-0.021,1.229,45.850,16.450,-4.760
0.948,-0.136,1.186,48.300,9.590,2.730
0.888,-0.257,1.061,53.060,10.990,0.980
0.841,-0.379,0.998,54.600,18.340,-2.380
0.796,-0.466,0.933,43.820,28.770,-6.790
0.756,-0.516,0.882,34.790,39.340,-12.180
0.702,-0.547,0.853,30.450,46.830,-18.270
0.631,-0.540,0.831,28.700,47.810,-25.760
0.569,-0.514,0.834,25.340,42.140,-31.990
0.545,-0.486,0.830,24.220,41.230,-35.140
0.532,-0.458,0.841,33.810,35.910,-36.260
0.502,-0.451,0.863,40.950,32.480,-40.040
0.467,-0.422,0.860,38.850,29.890,-45.500
0.406,-0.348,0.806,48.090,28.840,-51.870
0.364,-0.300,0.776,56.910,28.770,-58.940
0.322,-0.242,0.778,63.420,28.140,-67.060
0.245,-0.175,0.738,67.340,26.600,-73.920
0.195,-0.084,0.698,77.210,26.320,-79.380
0.145,-0.033,0.666,81.200,26.740,-84.420
0.112,0.056,0.641,70.490,24.010,-84.000
0.112,0.124,0.624,54.250,19.040,-77.980
0.069,0.179,0.598,43.540,13.510,-71.190
-0.013,0.207,0.527,44.450,13.160,-63.770
-0.088,0.284,0.516,48.370,17.640,-56.770
-0.179,0.419,0.491,55.860,25.620,-51.240
-0.263,0.534,0.463,87.710,30.100,-49.560
-0.329,0.644,0.460,95.760,28.980,-43.400
-0.394,0.708,0.458,115.570,22.680,-34.860
-0.541,0.789,0.502,113.820,7.140,-27.790
-0.693,0.854,0.514,98.770,-4.130,-26.320
-0.815,0.906,0.514,85.750,-9.520,-40.880
-0.857,0.932,0.564,56.140,-8.680,-61.460
-0.824,0.977,0.615,31.290,-2.310,-77.980
-0.752,0.998,0.684,18.760,17.780,-91.350
-0.641,0.997,0.786,5.810,34.790,-97.160
-0.539,0.996,0.851,-9.030,46.480,-96.180
-0.486,1.011,0.861,-19.390,52.080,-89.390
-0.434,1.039,0.870,-16.940,49.280,-79.940
-0.370,1.066,0.874,-7.350,37.940,-65.310
-0.364,1.074,0.827,10.290,26.320,-54.460
-0.387,1.056,0.810,29.050,11.830,-46.620
-0.416,1.037,0.797,56.560,-3.920,-43.120
-0.428,1.017,0.766,87.010,-18.130,-43.820
-0.398,0.998,0.752,94.290,-28.210,-44.380
-0.357,1.003,0.696,90.300,-29.750,-44.590
-0.293,1.016,0.667,77.910,-19.810,-42.840
-0.258,1.025,0.639,63.980,-5.740,-36.400
-0.247,1.042,0.659,39.130,9.940,-28.420
-0.269,1.065,0.669,23.940,21.770,-23.030
-0.298,1.079,0.657,22.400,32.270,-19.250
-0.321,1.078,0.677,27.300,36.820,-16.170
-0.330,1.098,0.690,28.700,35.840,-12.810
-0.325,1.133,0.723,31.780,31.850,-3.500
-0.327,1.172,0.767,27.720,29.890,6.370
-0.327,1.164,0.827,19.880,27.230,18.830
-0.330,1.132,0.893,24.150,24.640,26.460
-0.365,1.072,0.981,30.310,19.250,28.210
-0.433,1.008,1.022,22.610,16.030,28.700
-0.480,0.967,1.019,-2.170,17.780,28.350
-0.539,0.934,0.966,-26.040,24.150,24.710
-0.593,0.915,0.907,-42.630,29.330,20.510
-0.648,0.939,0.849,-54.600,31.640,18.970
-0.682,0.950,0.779,-65.380,32.200,17.360
-0.682,0.956,0.748,-69.440,28.840,19.950
-0.642,1.007,0.769,-77.070,13.230,29.190
-0.632,1.049,0.801,-83.300,-5.320,41.370
-0.607,1.074,0.833,-90.580,-24.990,54.740
-0.598,1.057,0.819,-97.860,-40.320,61.250
-0.571,0.973,0.774,-103.250,-49.490,64.400
-0.544,0.888,0.752,-102.900,-53.270,64.330
-0.440,0.796,0.725,-113.330,-49.350,67.200
-0.417,0.783,0.695,-129.360,-39.480,72.310
-0.424,0.714,0.641,-146.440,-26.810,76.160
-0.412,0.697,0.617,-141.610,-12.950,77.350
-0.486,0.695,0.605,-124.740,-5.670,76.440
-0.517,0.686,0.604,-111.440,-10.570,77.210
-0.540,0.675,0.585,-97.370,-16.870,80.500
-0.506,0.647,0.615,-81.130,-16.240,85.330
-0.487,0.615,0.672,-83.440,-35.350,86.240
-0.422,0.549,0.725,-91.350,-45.710,87.010
-0.359,0.498,0.763,-103.040,-58.590,85.470
-0.262,0.403,0.811,-118.580,-63.630,78.260
-0.188,0.309,0.803,-128.380,-64.820,67.270
-0.078,0.257,0.817,-158.620,-62.440,66.150
0.004,0.292,0.794,-185.500,-49.980,69.020

0.892,-0.832,0.895,64.540,-75.180,119.350
0.991,-0.986,0.913,45.710,-71.820,133.000
1.043,-1.098,0.860,36.750,-67.270,142.730
1.091,-1.194,0.831,40.250,-51.310,150.570
1.108,-1.243,0.840,54.040,-34.580,153.930
1.134,-1.286,0.864,75.110,-20.860,156.310
1.103,-1.310,0.963,124.110,-14.490,162.400
1.052,-1.362,1.111,168.770,-26.600,168.770
0.878,-1.361,1.275,193.060,-42.350,166.600
0.511,-1.371,1.382,191.310,-48.790,140.910
0.206,-1.380,1.389,178.220,-56.350,91.770
-0.045,-1.355,1.326,142.030,-59.150,7.770
-0.111,-1.184,1.281,73.500,-58.800,-47.040
-0.094,-0.940,1.196,16.520,-45.990,-92.610
-0.014,-0.684,1.059,-38.290,-10.080,-128.380
0.148,-0.404,1.029,-65.940,14.210,-147.140
0.179,-0.200,1.049,-91.000,7.140,-163.660
0.302,0.128,1.046,-87.500,-0.350,-163.240
0.415,0.250,0.996,-68.040,-13.020,-157.990
0.574,0.329,0.992,-39.760,-25.760,-146.790
0.710,0.372,0.995,-12.040,-37.450,-128.520
0.892,0.372,1.027,12.320,-39.970,-95.690
1.018,0.258,1.074,10.850,-30.240,-72.240
0.989,0.133,1.068,3.780,-30.310,-57.260
0.948,0.017,1.033,2.660,-28.700,-49.910
0.918,-0.098,0.984,2.380,-24.850,-45.150
0.895,-0.206,0.929,-5.250,-14.490,-40.530
0.839,-0.315,0.888,-17.780,-3.710,-41.160
0.636,-0.352,0.805,-24.920,9.100,-47.810
0.694,-0.371,0.750,-30.380,18.550,-54.460
0.664,-0.374,0.717,-30.730,27.090,-57.820
0.667,-0.356,0.717,-22.890,32.620,-56.560
0.682,-0.340,0.745,-12.180,35.560,-52.430
0.689,-0.347,0.788,-2.450,32.830,-48.370
0.673,-0.363,0.819,8.190,28.840,-45.360
0.628,-0.372,0.785,29.190,26.600,-49.980
0.615,-0.427,0.766,36.050,27.580,-57.960
0.616,-0.399,0.752,39.690,30.730,-65.030
0.589,-0.368,0.752,49.630,34.300,-68.390
0.590,-0.314,0.784,58.590,34.860,-68.180
0.566,-0.249,0.808,59.850,33.390,-65.940
0.523,-0.186,0.804,56.910,31.920,-62.090
0.481,-0.120,0.826,49.490,27.790,-58.870
0.442,-0.069,0.844,36.260,21.420,-56.350
0.407,-0.040,0.820,22.470,18.550,-58.100
0.350,-0.030,0.773,12.180,25.690,-64.680
0.298,0.002,0.730,3.990,35.910,-70.770
0.239,0.070,0.718,-6.790,49.490,-74.970
0.177,0.172,0.631,2.030,65.240,-84.280
0.145,0.198,0.611,13.510,77.280,-89.810
0.122,0.286,0.647,27.930,84.070,-86.030
0.080,0.327,0.609,49.280,87.640,-76.300
0.041,0.358,0.614,69.160,84.630,-67.130
-0.014,0.375,0.645,84.840,72.940,-57.330
-0.069,0.408,0.687,94.780,56.700,-40.250
-0.136,0.459,0.729,98.420,39.550,-25.970
-0.212,0.458,0.740,96.250,26.250,-15.890
-0.281,0.438,0.787,87.360,30.870,-10.430
-0.432,0.460,0.742,93.100,22.540,-10.220
-0.587,0.526,0.732,90.720,25.900,-26.250
-0.670,0.377,0.652,86.870,19.950,-44.520
-0.742,0.545,0.595,69.230,7.910,-65.030
-0.721,0.680,0.517,59.150,-1.400,-72.730
-0.729,0.864,0.427,63.420,7.490,-72.310
-0.748,1.019,0.339,73.080,10.920,-78.750
-0.683,1.086,0.383,74.480,6.300,-78.190
-0.572,1.147,0.503,78.050,0.560,-61.810
-0.440,1.191,0.711,69.090,-8.680,-34.370
-0.382,1.245,0.885,26.810,-11.690,-22.750
-0.326,1.234,0.968,4.760,-9.590,-15.540
-0.292,1.178,1.005,-4.550,2.310,-11.270
-0.310,1.136,0.986,-8.750,12.600,-8.470
-0.351,1.091,0.973,-8.890,25.830,-8.890
-0.409,1.063,0.874,6.790,23.240,-13.440
-0.459,0.968,0.799,30.730,14.350,-23.730
-0.458,0.974,0.745,56.560,-7.840,-37.170
-0.415,0.962,0.791,78.820,-8.540,-41.230
-0.335,1.006,0.771,83.230,-18.830,-43.050
-0.287,1.055,0.724,76.160,-21.420,-41.300
-0.229,1.112,0.660,72.800,-13.860,-38.640
-0.196,1.138,0.628,75.530,-2.450,-32.130
-0.168,1.164,0.645,67.340,11.760,-26.110
-0.189,1.156,0.655,49.910,25.830,-20.440
-0.190,1.130,0.651,38.010,35.700,-17.150
-0.209,1.109,0.663,32.970,43.050,-16.100
-0.236,1.094,0.722,30.520,46.340,-13.370
-0.290,1.051,0.768,29.890,47.460,-14.700
-0.359,0.986,0.792,32.830,44.100,-15.820
-0.424,0.932,0.834,30.870,35.700,-13.650
-0.551,0.907,0.843,21.350,25.760,-14.630
-0.628,0.912,0.809,15.050,18.620,-17.710
-0.649,0.933,0.813,9.240,13.020,-18.760
-0.635,0.972,0.792,-5.390,8.330,-15.330
-0.611,1.084,0.725,-23.310,7.840,-8.820
-0.573,1.172,0.679,-38.290,10.850,0.210
-0.543,1.268,0.600,-53.620,15.330,10.220
-0.544,1.338,0.574,-62.440,19.390,21.840
-0.551,1.394,0.581,-65.520,20.790,32.970
-0.493,1.387,0.650,-60.410,15.610,54.040
-0.408,1.381,0.730,-62.510,5.320,74.130
-0.398,1.340,0.777,-72.380,0.560,89.040
-0.257,1.264,0.847,-85.890,-13.370,101.010
-0.384,1.191,0.899,-103.880,-26.110,114.940
-0.418,1.083,0.902,-123.480,-38.220,126.490
